model,training,eval_lang,step,pred_langs,emb_cos_sim,eval_lang_encoded,script,family,script_lr,training_script_lr,arb_Arab,cmn_Hani,deu_Latn,guj_Gujr,heb_Hebr,hin_Deva,jpn_Jpan,kaz_Cyrl,mon_Cyrl,pan_Guru,tur_Latn,urd_Arab,step_Base,step_Step1,step_Step50+sbeam8
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",pan_Guru,Base,"{'jpn_Jpan': 0.62, 'cmn_Hani': 0.3}",0.8554432392120361,15,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",tur_Latn,Base,"{'jpn_Jpan': 0.6, 'eng_Latn': 0.09}",0.8559980392456055,17,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kaz_Cyrl,Base,"{'jpn_Jpan': 0.71, 'cmn_Hani': 0.13, 'eng_Latn': 0.06}",0.8426529169082642,10,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",cmn_Hani,Base,{'cmn_Hani': 1.0},0.9474896788597108,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",jpn_Jpan,Base,{'jpn_Jpan': 0.99},0.9534509181976318,9,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kor_Hang,Base,"{'jpn_Jpan': 0.78, 'cmn_Hani': 0.13}",0.912419319152832,11,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mon_Cyrl,Base,"{'jpn_Jpan': 0.72, 'cmn_Hani': 0.17}",0.8865650296211243,14,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hun_Latn,Base,"{'jpn_Jpan': 0.36, 'deu_Latn': 0.17, 'eng_Latn': 0.08, 'cmn_Hani': 0.06}",0.8797668218612671,8,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mhr_Cyrl,Base,"{'jpn_Jpan': 0.7, 'cmn_Hani': 0.12}",0.8598434329032898,12,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",fin_Latn,Base,"{'jpn_Jpan': 0.58, 'deu_Latn': 0.06, 'eng_Latn': 0.09}",0.882253885269165,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.93},0.9313411712646484,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",ydd_Hebr,Step50+sbeam8,"{'urd_Arab': 0.82, 'tur_Latn': 0.07}",0.8208776712417603,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",heb_Hebr,Step50+sbeam8,"{'arb_Arab': 0.18, 'urd_Arab': 0.36, 'tur_Latn': 0.28}",0.8530698418617249,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",arb_Arab,Step50+sbeam8,{'arb_Arab': 0.94},0.9533790946006776,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",amh_Ethi,Step50+sbeam8,"{'urd_Arab': 0.63, 'tur_Latn': 0.31}",0.8634952306747437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",mlt_Latn,Step50+sbeam8,"{'tur_Latn': 0.64, 'eng_Latn': 0.17}",0.8899776339530945,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",hin_Deva,Step50+sbeam8,"{'urd_Arab': 0.74, 'eng_Latn': 0.23}",0.9424554705619812,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",urd_Arab,Step50+sbeam8,{'urd_Arab': 0.98},0.9840680360794068,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",guj_Gujr,Step50+sbeam8,{'urd_Arab': 0.97},0.9254744648933412,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",sin_Sinh,Step50+sbeam8,{'urd_Arab': 0.94},0.9145556688308716,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",pan_Guru,Step50+sbeam8,{'urd_Arab': 0.99},0.8964213728904724,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99},0.9083292484283448,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",kaz_Cyrl,Step50+sbeam8,{'tur_Latn': 0.97},0.9151252508163452,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",cmn_Hani,Step50+sbeam8,"{'tur_Latn': 0.73, 'urd_Arab': 0.13, 'eng_Latn': 0.06}",0.8356317281723022,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
tur_urd,"['tur_Latn', 'urd_Arab']",jpn_Jpan,Step1,"{'tur_Latn': 0.72, 'urd_Arab': 0.15}",0.8518036603927612,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",kor_Hang,Base,{'tur_Latn': 0.95},0.8898313045501709,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",mon_Cyrl,Base,"{'urd_Arab': 0.11, 'tur_Latn': 0.81}",0.8809913396835327,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",hun_Latn,Base,{'tur_Latn': 0.83},0.9126073122024536,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",mhr_Cyrl,Base,{'tur_Latn': 0.95},0.897390604019165,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
tur_urd,"['tur_Latn', 'urd_Arab']",fin_Latn,Base,{'tur_Latn': 0.86},0.9080723524093628,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
urd_guj,"['urd_Arab', 'guj_Gujr']",deu_Latn,Step50+sbeam8,"{'eng_Latn': 0.52, 'deu_Latn': 0.12, 'guj_Gujr': 0.19, 'urd_Arab': 0.06}",0.8859659433364868,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",ydd_Hebr,Step50+sbeam8,"{'guj_Gujr': 0.87, 'urd_Arab': 0.1}",0.8642258644104004,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",heb_Hebr,Step50+sbeam8,"{'urd_Arab': 0.61, 'guj_Gujr': 0.26}",0.9022382497787476,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",arb_Arab,Step50+sbeam8,"{'arb_Arab': 0.79, 'urd_Arab': 0.14}",0.865539014339447,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",amh_Ethi,Step50+sbeam8,{'guj_Gujr': 0.97},0.8926064372062683,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.6, 'guj_Gujr': 0.24}",0.8982462882995605,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",hin_Deva,Step50+sbeam8,"{'guj_Gujr': 0.66, 'eng_Latn': 0.23, 'urd_Arab': 0.08}",0.8907631039619446,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",urd_Arab,Step50+sbeam8,{'urd_Arab': 0.98},0.9824069738388062,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",guj_Gujr,Step50+sbeam8,{'guj_Gujr': 1.0},0.9948549270629884,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",sin_Sinh,Step50+sbeam8,{'guj_Gujr': 0.99},0.921144962310791,16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",pan_Guru,Step50+sbeam8,{'guj_Gujr': 0.96},0.9409844279289246,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",tur_Latn,Step50+sbeam8,"{'urd_Arab': 0.54, 'eng_Latn': 0.16, 'guj_Gujr': 0.07}",0.8537047505378723,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",kaz_Cyrl,Step50+sbeam8,"{'guj_Gujr': 0.85, 'urd_Arab': 0.08}",0.8994652032852173,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",cmn_Hani,Step50+sbeam8,"{'guj_Gujr': 0.54, 'urd_Arab': 0.22, 'eng_Latn': 0.1}",0.7852060198783875,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",jpn_Jpan,Step50+sbeam8,"{'urd_Arab': 0.5, 'guj_Gujr': 0.29, 'eng_Latn': 0.13}",0.8749163150787354,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.11, 'urd_Arab': 0.24, 'guj_Gujr': 0.59}",0.880516767501831,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",mon_Cyrl,Step50+sbeam8,{'guj_Gujr': 0.96},0.9092862010002136,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",hun_Latn,Step50+sbeam8,"{'eng_Latn': 0.24, 'guj_Gujr': 0.22}",0.8240199685096741,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",mhr_Cyrl,Step50+sbeam8,"{'urd_Arab': 0.18, 'guj_Gujr': 0.58, 'eng_Latn': 0.11}",0.8428994417190552,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
urd_guj,"['urd_Arab', 'guj_Gujr']",fin_Latn,Step50+sbeam8,"{'guj_Gujr': 0.28, 'eng_Latn': 0.49}",0.8276504874229431,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.96},0.949267566204071,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",ydd_Hebr,Step50+sbeam8,{'heb_Hebr': 0.97},0.8958452939987183,19,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",heb_Hebr,Step50+sbeam8,{'heb_Hebr': 1.0},0.973016619682312,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",arb_Arab,Step50+sbeam8,{'arb_Arab': 1.0},0.9140022993087769,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",amh_Ethi,Step50+sbeam8,"{'arb_Arab': 0.4, 'heb_Hebr': 0.38, 'eng_Latn': 0.1}",0.851559042930603,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.51, 'deu_Latn': 0.11}",0.9043518900871276,13,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",hin_Deva,Step50+sbeam8,"{'arb_Arab': 0.45, 'eng_Latn': 0.41}",0.8899070024490356,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",urd_Arab,Step50+sbeam8,{'arb_Arab': 0.93},0.9163345694541932,18,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",guj_Gujr,Step50+sbeam8,"{'arb_Arab': 0.57, 'heb_Hebr': 0.18, 'eng_Latn': 0.21}",0.8780272006988525,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",sin_Sinh,Step1,"{'heb_Hebr': 0.42, 'arb_Arab': 0.4, 'eng_Latn': 0.13}",0.8666810989379883,16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0
heb_arb,"['heb_Hebr', 'arb_Arab']",pan_Guru,Step50+sbeam8,"{'eng_Latn': 0.12, 'arb_Arab': 0.48, 'heb_Hebr': 0.32}",0.8241561651229858,15,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.86},0.8684291243553162,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",kaz_Cyrl,Step50+sbeam8,"{'tur_Latn': 0.29, 'kaz_Cyrl': 0.13, 'eng_Latn': 0.13, 'arb_Arab': 0.15, 'mon_Cyrl': 0.07, 'heb_Hebr': 0.11}",0.7845054268836975,10,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",cmn_Hani,Step50+sbeam8,"{'cmn_Hani': 0.06, 'arb_Arab': 0.18, 'heb_Hebr': 0.23, 'eng_Latn': 0.08}",0.8316807150840759,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",jpn_Jpan,Step50+sbeam8,"{'arb_Arab': 0.14, 'eng_Latn': 0.29, 'heb_Hebr': 0.08, 'cmn_Hani': 0.09}",0.8500383496284485,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
heb_arb,"['heb_Hebr', 'arb_Arab']",kor_Hang,Step1,"{'eng_Latn': 0.18, 'arb_Arab': 0.32, 'heb_Hebr': 0.26}",0.922899842262268,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0
heb_arb,"['heb_Hebr', 'arb_Arab']",mon_Cyrl,Base,"{'deu_Latn': 0.08, 'arb_Arab': 0.1, 'eng_Latn': 0.3, 'mon_Cyrl': 0.07, 'tur_Latn': 0.08, 'kaz_Cyrl': 0.12}",0.8808060884475708,14,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_arb,"['heb_Hebr', 'arb_Arab']",hun_Latn,Base,"{'tur_Latn': 0.11, 'eng_Latn': 0.11, 'hun_Latn': 0.09, 'deu_Latn': 0.15, 'fin_Latn': 0.09}",0.8853026628494263,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_arb,"['heb_Hebr', 'arb_Arab']",mhr_Cyrl,Base,"{'mon_Cyrl': 0.33, 'kaz_Cyrl': 0.36, 'arb_Arab': 0.06}",0.9095749855041504,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_arb,"['heb_Hebr', 'arb_Arab']",fin_Latn,Base,"{'fin_Latn': 0.69, 'deu_Latn': 0.08}",0.8749634027481079,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",deu_Latn,Base,"{'deu_Latn': 0.64, 'eng_Latn': 0.24}",0.8655688166618347,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",ydd_Hebr,Base,{'guj_Gujr': 0.92},0.9148331880569458,19,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",heb_Hebr,Base,"{'hin_Deva': 0.83, 'eng_Latn': 0.1}",0.8623444437980652,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",arb_Arab,Base,"{'eng_Latn': 0.68, 'hin_Deva': 0.26}",0.8775222301483154,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",amh_Ethi,Base,{'guj_Gujr': 0.95},0.8576306104660034,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",mlt_Latn,Base,"{'eng_Latn': 0.66, 'guj_Gujr': 0.13}",0.8982954621315002,13,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",hin_Deva,Base,"{'hin_Deva': 0.73, 'eng_Latn': 0.25}",0.9595600366592408,7,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",urd_Arab,Base,"{'hin_Deva': 0.86, 'eng_Latn': 0.09}",0.9102652072906494,18,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",guj_Gujr,Base,{'guj_Gujr': 1.0},0.9824129343032836,5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Base,"{'guj_Gujr': 0.79, 'eng_Latn': 0.06, 'hin_Deva': 0.13}",0.923975706100464,16,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Base,"{'guj_Gujr': 0.62, 'hin_Deva': 0.34}",0.9324052333831788,15,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Base,"{'hin_Deva': 0.12, 'eng_Latn': 0.17, 'tur_Latn': 0.15}",0.8553341031074524,17,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Base,"{'guj_Gujr': 0.81, 'eng_Latn': 0.06}",0.8968825936317444,10,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Base,"{'cmn_Hani': 0.67, 'hin_Deva': 0.23}",0.8667217493057251,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Base,"{'hin_Deva': 0.74, 'eng_Latn': 0.14}",0.8388362526893616,9,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Base,"{'eng_Latn': 0.16, 'hin_Deva': 0.77}",0.9009177088737488,11,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Base,{'guj_Gujr': 0.96},0.910183846950531,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Base,"{'guj_Gujr': 0.15, 'eng_Latn': 0.21, 'deu_Latn': 0.11}",0.8790318369865417,8,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Base,"{'guj_Gujr': 0.79, 'hin_Deva': 0.07}",0.8636174201965332,12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Base,"{'eng_Latn': 0.3, 'deu_Latn': 0.07, 'fin_Latn': 0.14, 'hin_Deva': 0.07}",0.8474990129470825,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.97},0.929986298084259,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Step50+sbeam8,"{'kaz_Cyrl': 0.85, 'tur_Latn': 0.08}",0.8469785451889038,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.92},0.8919177055358887,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Step50+sbeam8,"{'arb_Arab': 0.27, 'tur_Latn': 0.64, 'eng_Latn': 0.06}",0.8986073136329651,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Step50+sbeam8,"{'kaz_Cyrl': 0.41, 'tur_Latn': 0.52}",0.8645073771476746,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Step50+sbeam8,"{'tur_Latn': 0.72, 'eng_Latn': 0.11}",0.9161439538002014,13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
